Best Model,Best Threshold,Accuracy,Precision,Recall,F1-score,ROC-AUC,SHAP_Generated
XGBoost,0.42,0.9306930693069307,0.9230769230769231,0.9411764705882353,0.9320388349514563,0.987450980392157,True
